Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - AUD,Flow,,,,,,
02-Jun-2022,57.580,-1.120,-1.908%,58.260,56.620,59.450,"1,370,002","78,785,175.000","1,034,051,924.000",,,,,,
01-Jun-2022,58.700,-5.150,-8.066%,63.940,58.310,63.940,"1,783,683","106,329,722.000","1,112,837,099.000",,,,,,
31-May-2022,63.850,+1.150,+1.834%,63.290,62.635,64.180,"3,409,501","217,521,058.000","1,219,166,821.000",,,,,,
30-May-2022,62.700,+1.410,+2.301%,62.200,61.590,63.090,"885,018","55,247,005.000","1,001,645,763.000",,,,,,
27-May-2022,61.290,+1.070,+1.777%,61.980,61.000,61.990,"857,157","52,613,195.000","946,398,758.000",,,,,,
26-May-2022,60.220,-0.380,-0.627%,61.000,58.880,61.360,"1,068,277","64,381,594.000","893,785,563.000",,,,,,
25-May-2022,60.600,-0.030,-0.049%,61.500,60.115,61.740,"756,639","45,935,610.000","958,167,157.000",,,,,,
24-May-2022,60.630,+0.990,+1.660%,60.660,60.080,62.160,"1,359,294","83,270,017.000","1,004,102,767.000",,,,,,
23-May-2022,59.640,-0.180,-0.301%,60.900,59.640,61.990,"794,044","48,056,904.000","920,832,750.000",,,,,,
20-May-2022,59.820,+0.490,+0.826%,60.810,59.130,61.320,"1,981,389","117,924,709.000","968,889,654.000",,,,,,
19-May-2022,59.330,-1.440,-2.370%,58.300,57.850,59.750,"993,383","58,742,600.000","850,964,945.000",,,,,,
18-May-2022,60.770,+2.610,+4.488%,60.000,59.180,61.000,"1,359,787","82,016,848.000","909,707,545.000",,,,,,
17-May-2022,58.160,+3.140,+5.707%,56.340,56.200,58.420,"861,925","49,840,672.000","827,690,697.000",,,,,,
16-May-2022,55.020,+0.950,+1.757%,55.470,54.260,56.210,"847,742","46,756,261.000","777,850,025.000",,,,,,
13-May-2022,54.070,+0.950,+1.788%,53.040,53.000,54.460,"980,308","52,859,768.000","731,093,764.000",,,,,,
12-May-2022,53.120,-1.140,-2.101%,54.000,52.820,55.140,"1,118,432","60,102,557.000","678,233,996.000",,,,,,
11-May-2022,54.260,+1.550,+2.941%,52.500,51.850,54.650,"881,277","47,369,870.000","738,336,553.000",,,,,,
10-May-2022,52.710,-1.020,-1.898%,52.000,51.050,53.040,"1,413,033","73,860,523.000","690,966,683.000",,,,,,
09-May-2022,53.730,-2.630,-4.666%,55.100,52.840,55.270,"761,503","41,153,106.000","764,827,206.000",,,,,,
06-May-2022,56.360,+0.180,+0.320%,53.800,53.650,56.460,"953,957","52,979,649.000","805,980,312.000",,,,,,
05-May-2022,56.180,+1.940,+3.577%,56.110,55.420,56.500,"580,736","32,532,023.000","753,000,663.000",,,,,,
04-May-2022,54.240,-1.840,-3.281%,56.080,54.100,56.615,"956,394","52,515,898.000","720,468,640.000",,,,,,
03-May-2022,56.080,-0.920,-1.614%,57.020,55.840,57.850,"709,680","40,024,065.000","772,984,538.000",,,,,,
02-May-2022,57.000,-1.540,-2.631%,57.790,56.840,57.880,"605,330","34,595,277.000","813,008,603.000",,,,,,
29-Apr-2022,58.540,+0.390,+0.671%,58.870,57.800,59.280,"787,690","46,065,939.000","847,603,880.000",,,,,,
28-Apr-2022,58.150,+2.660,+4.794%,56.800,56.010,58.680,"1,234,369","71,285,745.000","801,537,941.000",,,,,,
27-Apr-2022,55.490,+0.820,+1.500%,54.580,54.450,55.720,"1,087,557","60,094,482.000","730,252,196.000",,,,,,
26-Apr-2022,54.670,-6.030,-9.934%,55.060,53.630,56.330,"2,354,788","129,385,154.000","670,157,714.000",,,,,,
22-Apr-2022,60.700,-1.350,-2.176%,61.180,58.880,62.100,"1,557,950","92,446,171.000","799,542,868.000",,,,,,
21-Apr-2022,62.050,+0.650,+1.059%,62.030,61.750,63.020,"1,122,216","69,948,029.000","891,989,039.000",,,,,,
20-Apr-2022,61.400,-0.260,-0.422%,61.850,60.360,62.480,"874,049","53,630,198.000","822,041,010.000",,,,,,
19-Apr-2022,61.660,-0.370,-0.596%,63.200,61.200,63.500,"1,033,409","64,103,483.000","875,671,208.000",,,,,,
14-Apr-2022,62.030,+0.230,+0.372%,62.510,61.440,62.790,"706,899","43,906,286.000","939,774,691.000",,,,,,
13-Apr-2022,61.800,+2.640,+4.462%,59.840,59.780,61.970,"771,518","47,270,697.000","895,868,405.000",,,,,,
12-Apr-2022,59.160,-0.130,-0.219%,59.830,59.070,60.660,"1,073,175","63,949,892.000","848,597,708.000",,,,,,
11-Apr-2022,59.290,-2.010,-3.279%,61.680,58.990,62.000,"1,050,816","63,140,079.000","912,547,600.000",,,,,,
08-Apr-2022,61.300,+1.290,+2.150%,61.590,60.720,62.140,"877,599","53,847,746.000","975,687,679.000",,,,,,
07-Apr-2022,60.010,-0.340,-0.563%,59.750,59.100,61.090,"1,485,286","89,309,488.000","921,839,933.000",,,,,,
06-Apr-2022,60.350,+0.680,+1.140%,58.940,58.120,61.280,"2,675,574","161,142,546.000","1,011,149,421.000",,,,,,
05-Apr-2022,59.670,+3.210,+5.685%,57.900,56.800,60.080,"2,341,576","137,655,696.000","850,006,875.000",,,,,,
04-Apr-2022,56.460,+1.870,+3.426%,55.590,55.120,56.740,"1,290,398","72,191,487.000","712,351,179.000",,,,,,
01-Apr-2022,54.590,+1.880,+3.567%,52.910,52.750,54.590,"1,384,311","74,874,077.000","640,159,692.000",,,,,,
31-Mar-2022,52.710,+2.200,+4.356%,51.240,51.140,52.710,"1,353,362","70,872,920.000","565,285,615.000",,,,,,
30-Mar-2022,50.510,+0.520,+1.040%,49.550,49.260,50.650,"1,089,307","54,725,369.000","494,412,695.000",,,,,,
29-Mar-2022,49.990,+0.780,+1.585%,49.790,48.850,50.240,"713,390","35,547,852.000","439,687,326.000",,,,,,
28-Mar-2022,49.210,+0.520,+1.068%,49.560,49.210,50.680,"873,155","43,449,218.000","404,139,474.000",,,,,,
25-Mar-2022,48.690,+0.190,+0.392%,48.950,48.690,49.680,"834,669","40,896,478.000","360,690,256.000",,,,,,
24-Mar-2022,48.500,+0.170,+0.352%,49.350,48.245,49.700,"1,058,469","51,600,553.000","319,793,778.000",,,,,,
23-Mar-2022,48.330,-0.760,-1.548%,49.070,48.070,49.100,"803,447","38,851,319.000","268,193,225.000",,,,,,
22-Mar-2022,49.090,+2.270,+4.848%,47.880,47.420,49.380,"1,259,066","61,306,742.000","307,044,544.000",,,,,,
21-Mar-2022,46.820,+0.510,+1.101%,46.940,46.730,47.770,"592,779","27,952,694.000","245,737,802.000",,,,,,
18-Mar-2022,46.310,+0.560,+1.224%,46.610,45.800,46.730,"1,751,661","81,476,243.000","217,785,108.000",,,,,,
17-Mar-2022,45.750,+1.490,+3.366%,45.360,45.150,45.970,"842,621","38,532,372.000","136,308,865.000",,,,,,
16-Mar-2022,44.260,-0.270,-0.606%,44.570,43.990,44.970,"1,352,751","60,073,844.000","97,776,493.000",,,,,,
15-Mar-2022,44.530,-2.290,-4.891%,44.850,43.670,45.280,"1,602,828","71,153,771.000","157,850,337.000",,,,,,
14-Mar-2022,46.820,+0.390,+0.840%,47.000,46.060,47.200,"962,199","44,868,570.000","229,004,108.000",,,,,,
11-Mar-2022,46.430,+1.240,+2.744%,46.210,45.510,46.740,"1,192,577","54,954,976.000","184,135,538.000",,,,,,
10-Mar-2022,45.190,-1.900,-4.035%,46.000,44.630,46.920,"1,580,075","71,509,918.000","129,180,562.000",,,,,,
09-Mar-2022,47.090,+1.180,+2.570%,47.670,46.250,48.080,"1,175,060","55,440,151.000","200,690,480.000",,,,,,
08-Mar-2022,45.910,-2.120,-4.414%,48.600,45.710,48.650,"1,188,139","55,824,101.000","145,250,329.000",,,,,,
07-Mar-2022,48.030,+0.120,+0.250%,48.660,46.950,49.600,"1,672,320","79,836,837.000","201,074,430.000",,,,,,
04-Mar-2022,47.910,+0.440,+0.927%,48.780,47.100,48.950,"2,323,099","111,282,921.000","121,237,593.000",,,,,,
03-Mar-2022,47.470,+1.570,+3.420%,47.180,47.070,48.420,"1,625,208","77,239,655.000","9,954,672.000",,,,,,
02-Mar-2022,45.900,+0.580,+1.280%,45.380,45.340,46.990,"1,892,457","86,703,623.000","-67,284,983.000",,,,,,
01-Mar-2022,45.320,+0.070,+0.155%,45.640,44.760,46.230,"2,093,046","94,903,612.000","-153,988,606.000",,,,,,
28-Feb-2022,45.250,+0.420,+0.937%,45.860,44.040,46.800,"19,049,503","863,348,761.000","-248,892,218.000",,,,,,
25-Feb-2022,44.830,+1.110,+2.539%,44.420,44.050,45.410,"1,977,361","88,581,917.000","-1,112,240,979.000",,,,,,
24-Feb-2022,43.720,-3.010,-6.441%,46.260,43.560,46.980,"2,569,927","114,679,004.000","-1,200,822,896.000",,,,,,
23-Feb-2022,46.730,+1.150,+2.523%,45.000,44.900,47.490,"1,529,066","71,471,592.000","-1,086,143,892.000",,,,,,
22-Feb-2022,45.580,-1.780,-3.758%,47.120,45.380,47.290,"2,079,701","95,543,033.000","-1,157,615,484.000",,,,,,
21-Feb-2022,47.360,-0.400,-0.838%,46.300,45.940,47.860,"1,481,760","69,940,650.000","-1,062,072,451.000",,,,,,
18-Feb-2022,47.760,-0.300,-0.624%,46.780,46.700,48.500,"1,634,916","80,477,817.000","-992,131,801.000",,,,,,
17-Feb-2022,48.060,-1.270,-2.574%,49.950,47.950,49.960,"1,757,382","85,219,389.000","-911,653,984.000",,,,,,
16-Feb-2022,49.330,+0.890,+1.837%,48.600,47.720,49.785,"1,602,915","78,536,964.000","-826,434,595.000",,,,,,
15-Feb-2022,48.440,-2.730,-5.335%,50.110,48.405,50.810,"2,382,604","116,597,186.000","-904,971,559.000",,,,,,
14-Feb-2022,51.170,-2.030,-3.816%,52.890,50.510,52.940,"1,814,370","93,117,654.000","-788,374,373.000",,,,,,
11-Feb-2022,53.200,-1.420,-2.600%,54.470,52.920,55.160,"1,447,615","77,630,528.000","-695,256,719.000",,,,,,
10-Feb-2022,54.620,+1.900,+3.604%,54.290,53.120,55.370,"2,730,110","148,876,420.000","-617,626,191.000",,,,,,
09-Feb-2022,52.720,-5.160,-8.915%,51.000,50.360,56.630,"4,901,110","260,083,598.000","-766,502,611.000",,,,,,
08-Feb-2022,57.880,-1.110,-1.882%,58.990,57.420,59.960,"1,569,918","91,613,208.000","-506,419,013.000",,,,,,
07-Feb-2022,58.990,+0.890,+1.532%,56.010,55.960,59.600,"1,370,456","80,359,398.000","-414,805,805.000",,,,,,
04-Feb-2022,58.100,-0.550,-0.938%,58.230,57.220,58.770,"1,055,391","61,186,701.000","-495,165,203.000",,,,,,
03-Feb-2022,58.650,0.000,0.000%,59.020,57.760,59.450,"1,200,032","70,553,178.000","-433,978,502.000",,,,,,
02-Feb-2022,58.650,+1.250,+2.178%,58.990,58.100,59.980,"1,176,744","69,209,089.000","-504,531,680.000",,,,,,
01-Feb-2022,57.400,+1.990,+3.591%,55.510,55.200,57.770,"1,478,591","84,090,739.000","-573,740,769.000",,,,,,
31-Jan-2022,55.410,+1.560,+2.897%,53.990,52.880,55.600,"1,111,686","61,112,638.000","-657,831,508.000",,,,,,
28-Jan-2022,53.850,-0.090,-0.167%,55.050,52.770,55.800,"4,526,608","243,927,438.000","-718,944,146.000",,,,,,
27-Jan-2022,53.940,-3.180,-5.567%,56.400,52.040,57.000,"2,741,985","148,681,390.000","-475,016,708.000",,,,,,
25-Jan-2022,57.120,-4.600,-7.453%,60.210,56.500,61.320,"3,181,647","184,346,330.000","-326,335,318.000",,,,,,
24-Jan-2022,61.720,-2.240,-3.502%,61.900,58.190,63.100,"2,192,303","135,038,391.000","-141,988,988.000",,,,,,
21-Jan-2022,63.960,-2.010,-3.047%,65.150,62.840,65.680,"2,271,832","143,064,883.000","-6,950,597.000",,,,,,
20-Jan-2022,65.970,+1.770,+2.757%,63.520,63.520,66.740,"1,248,858","82,280,112.000","136,114,286.000",,,,,,
19-Jan-2022,64.200,-0.150,-0.233%,63.280,63.280,65.370,"1,316,228","84,623,141.000","53,834,174.000",,,,,,
18-Jan-2022,64.350,-0.620,-0.954%,64.000,62.595,65.120,"1,711,959","109,726,474.000","138,457,315.000",,,,,,
17-Jan-2022,64.970,-0.650,-0.991%,65.900,64.790,66.880,"1,201,935","78,503,232.000","248,183,789.000",,,,,,
14-Jan-2022,65.620,+1.360,+2.116%,63.000,62.540,65.840,"1,394,145","90,287,104.000","326,687,021.000",,,,,,
13-Jan-2022,64.260,+1.840,+2.948%,62.480,62.420,65.180,"1,539,375","98,924,543.000","236,399,917.000",,,,,,
12-Jan-2022,62.420,+1.690,+2.783%,62.000,61.150,62.880,"1,161,787","72,356,456.000","137,475,374.000",,,,,,
11-Jan-2022,60.730,+0.110,+0.181%,60.000,59.500,61.720,"935,406","56,852,209.000","65,118,918.000",,,,,,
10-Jan-2022,60.620,+1.570,+2.659%,59.080,59.070,60.800,"982,817","59,193,750.000","8,266,709.000",,,,,,
07-Jan-2022,59.050,+1.110,+1.916%,57.840,57.640,59.950,"1,414,443","83,373,221.000","-50,927,041.000",,,,,,
06-Jan-2022,57.940,-0.490,-0.839%,57.840,56.890,58.680,"2,249,617","130,213,583.000","-134,300,262.000",,,,,,
05-Jan-2022,58.430,-0.250,-0.426%,59.890,57.900,59.900,"1,051,852","61,545,883.000","-4,086,679.000",,,,,,
04-Jan-2022,58.680,+2.680,+4.786%,56.220,56.220,59.120,"1,063,129","61,991,836.000","57,459,204.000",,,,,,
31-Dec-2021,56.000,-1.540,-2.676%,57.610,56.000,57.750,"589,938","33,327,410.000","-4,532,632.000",,,,,,
30-Dec-2021,57.540,+1.340,+2.384%,57.200,56.590,57.850,"585,281","33,553,944.000","28,794,778.000",,,,,,
29-Dec-2021,56.200,+1.210,+2.200%,55.300,54.810,56.220,"739,451","41,264,907.000","-4,759,166.000",,,,,,
24-Dec-2021,54.990,+1.800,+3.384%,54.400,53.330,54.990,"478,683","26,008,258.000","-46,024,073.000",,,,,,
23-Dec-2021,53.190,+1.190,+2.288%,52.600,52.410,53.410,"847,115","44,891,131.000","-72,032,331.000",,,,,,
22-Dec-2021,52.000,+1.890,+3.772%,50.890,50.890,52.300,"1,029,734","53,364,729.000","-116,923,462.000",,,,,,
21-Dec-2021,50.110,+0.870,+1.767%,49.050,49.050,50.150,"537,477","26,823,158.000","-170,288,191.000",,,,,,
20-Dec-2021,49.240,-0.240,-0.485%,49.010,48.160,49.420,"888,250","43,484,257.000","-197,111,349.000",,,,,,
17-Dec-2021,49.480,+0.990,+2.042%,49.210,49.020,50.230,"1,637,128","79,243,167.000","-153,627,092.000",,,,,,
16-Dec-2021,48.490,-0.510,-1.041%,48.200,48.010,49.430,"2,765,013","134,251,780.000","-232,870,259.000",,,,,,
15-Dec-2021,49.000,-0.410,-0.830%,49.970,48.800,50.570,"1,016,976","50,245,542.000","-98,618,479.000",,,,,,
14-Dec-2021,49.410,+0.590,+1.209%,48.800,48.300,49.870,"1,006,593","49,758,175.000","-48,372,937.000",,,,,,
13-Dec-2021,48.820,+1.250,+2.628%,47.520,47.100,49.030,"1,008,522","48,792,246.000","-98,131,112.000",,,,,,
10-Dec-2021,47.570,+0.370,+0.784%,47.100,46.880,47.870,"741,895","35,234,826.000","-146,923,358.000",,,,,,
09-Dec-2021,47.200,+0.130,+0.276%,47.430,46.570,47.580,"1,046,624","49,449,539.000","-182,158,184.000",,,,,,
08-Dec-2021,47.070,+2.600,+5.847%,45.710,45.710,47.340,"1,357,158","63,569,209.000","-231,607,723.000",,,,,,
07-Dec-2021,44.470,+0.480,+1.091%,44.440,43.600,44.950,"998,007","44,179,923.000","-295,176,932.000",,,,,,
06-Dec-2021,43.990,-0.790,-1.764%,44.430,43.660,44.645,"904,621","39,868,333.000","-339,356,855.000",,,,,,
03-Dec-2021,44.780,-0.140,-0.312%,45.990,44.530,46.400,"1,023,601","46,152,383.000","-299,488,522.000",,,,,,
02-Dec-2021,44.920,0.000,0.000%,44.000,43.800,45.280,"1,145,991","51,069,127.000","-253,336,139.000",,,,,,
01-Dec-2021,44.920,-0.340,-0.751%,44.410,44.010,45.230,"951,081","42,681,661.000","-202,267,012.000",,,,,,
30-Nov-2021,45.260,+0.270,+0.600%,45.700,45.020,46.340,"1,930,851","87,727,029.000","-159,585,351.000",,,,,,
29-Nov-2021,44.990,+1.460,+3.354%,42.000,41.500,45.100,"1,250,573","55,166,317.000","-247,312,380.000",,,,,,
26-Nov-2021,43.530,-2.220,-4.852%,44.800,43.110,44.880,"952,167","41,841,887.000","-302,478,697.000",,,,,,
25-Nov-2021,45.750,+1.940,+4.428%,44.000,43.050,45.880,"1,492,594","67,610,445.000","-260,636,810.000",,,,,,
24-Nov-2021,43.810,-0.290,-0.658%,43.950,43.120,44.520,"1,056,319","46,376,419.000","-328,247,255.000",,,,,,
23-Nov-2021,44.100,+2.070,+4.925%,43.020,42.500,44.330,"1,796,131","78,392,632.000","-281,870,836.000",,,,,,
22-Nov-2021,42.030,+0.650,+1.571%,41.500,41.340,42.780,"1,311,738","55,127,883.000","-360,263,468.000",,,,,,
19-Nov-2021,41.380,+1.380,+3.450%,40.250,40.090,42.100,"2,163,506","89,491,953.000","-415,391,351.000",,,,,,
18-Nov-2021,40.000,-0.900,-2.200%,39.070,38.160,40.030,"2,731,952","107,943,073.000","-504,883,304.000",,,,,,
17-Nov-2021,40.900,+0.010,+0.024%,41.250,40.370,41.300,"1,123,888","45,908,747.000","-396,940,231.000",,,,,,
16-Nov-2021,40.890,-0.280,-0.680%,41.170,40.720,41.440,"1,336,801","54,913,374.000","-442,848,978.000",,,,,,
15-Nov-2021,41.170,+1.330,+3.338%,40.450,40.310,41.680,"2,426,409","99,776,591.000","-387,935,604.000",,,,,,
12-Nov-2021,39.840,+0.650,+1.659%,39.990,39.710,40.850,"1,319,533","52,969,645.000","-487,712,195.000",,,,,,
11-Nov-2021,39.190,+2.140,+5.776%,37.500,37.380,39.640,"1,293,972","50,310,922.000","-540,681,840.000",,,,,,
10-Nov-2021,37.050,-1.600,-4.140%,38.000,36.950,38.180,"1,302,220","48,791,081.000","-590,992,762.000",,,,,,
09-Nov-2021,38.650,+0.260,+0.677%,39.300,38.260,39.440,"1,042,714","40,343,906.000","-542,201,681.000",,,,,,
08-Nov-2021,38.390,+0.510,+1.346%,38.240,38.190,39.030,"847,669","32,648,003.000","-582,545,587.000",,,,,,
05-Nov-2021,37.880,-0.280,-0.734%,38.300,37.770,38.755,"1,118,009","42,485,655.000","-615,193,590.000",,,,,,
04-Nov-2021,38.160,-0.920,-2.354%,38.980,38.100,39.380,"1,161,135","44,608,007.000","-572,707,935.000",,,,,,
03-Nov-2021,39.080,+1.470,+3.909%,38.200,38.140,39.380,"1,289,377","50,237,573.000","-528,099,928.000",,,,,,
02-Nov-2021,37.610,-1.530,-3.909%,39.000,37.500,39.140,"1,374,630","52,411,041.000","-578,337,501.000",,,,,,
01-Nov-2021,39.140,+0.550,+1.425%,38.200,38.050,39.620,"1,129,822","44,155,205.000","-525,926,460.000",,,,,,
29-Oct-2021,38.590,+0.210,+0.547%,38.360,38.100,39.270,"3,086,576","119,238,895.000","-570,081,665.000",,,,,,
28-Oct-2021,38.380,-0.770,-1.967%,38.010,37.170,38.640,"1,699,037","64,782,387.000","-689,320,560.000",,,,,,
27-Oct-2021,39.150,-0.740,-1.855%,39.650,38.430,39.850,"1,836,537","71,856,794.000","-624,538,173.000",,,,,,
26-Oct-2021,39.890,-3.020,-7.038%,41.500,39.550,42.220,"2,931,554","117,910,371.000","-552,681,379.000",,,,,,
25-Oct-2021,42.910,+3.530,+8.964%,41.200,41.200,43.620,"2,463,277","105,091,541.000","-434,771,008.000",,,,,,
22-Oct-2021,39.380,-1.650,-4.021%,40.150,39.250,40.300,"2,161,209","87,629,317.000","-539,862,549.000",,,,,,
21-Oct-2021,41.030,-0.800,-1.913%,42.190,41.030,42.400,"1,402,106","58,244,236.000","-452,233,232.000",,,,,,
20-Oct-2021,41.830,-1.050,-2.449%,42.900,41.830,43.710,"1,482,199","62,726,561.000","-393,988,996.000",,,,,,
19-Oct-2021,42.880,-0.480,-1.107%,43.240,42.310,43.340,"1,117,300","47,821,101.000","-331,262,435.000",,,,,,
18-Oct-2021,43.360,-0.010,-0.023%,43.400,42.880,43.640,"1,050,457","45,498,058.000","-283,441,334.000",,,,,,
15-Oct-2021,43.370,+0.880,+2.071%,43.200,42.760,43.590,"1,550,667","67,168,945.000","-237,943,276.000",,,,,,
14-Oct-2021,42.490,+0.210,+0.497%,42.470,41.930,42.940,"1,753,229","74,473,510.000","-305,112,221.000",,,,,,
13-Oct-2021,42.280,-2.050,-4.624%,44.330,42.220,44.400,"1,485,945","63,698,059.000","-379,585,731.000",,,,,,
12-Oct-2021,44.330,-0.490,-1.093%,45.500,43.950,45.790,"1,722,406","76,701,434.000","-315,887,672.000",,,,,,
11-Oct-2021,44.820,+1.320,+3.034%,44.600,43.610,45.130,"1,421,092","63,315,567.000","-239,186,238.000",,,,,,
08-Oct-2021,43.500,+0.760,+1.778%,43.530,43.140,44.030,"1,558,196","67,813,237.000","-302,501,805.000",,,,,,
07-Oct-2021,42.740,+0.120,+0.282%,42.670,42.300,43.200,"1,302,080","55,639,182.000","-370,315,042.000",,,,,,
06-Oct-2021,42.620,+0.050,+0.117%,42.650,41.810,43.000,"1,110,179","47,165,051.000","-425,954,224.000",,,,,,
05-Oct-2021,42.570,-0.410,-0.954%,42.330,41.430,42.570,"1,725,169","72,892,456.000","-473,119,275.000",,,,,,
04-Oct-2021,42.980,+1.240,+2.971%,42.690,42.160,43.170,"1,364,029","58,371,672.000","-400,226,819.000",,,,,,
01-Oct-2021,41.740,-3.070,-6.851%,43.450,41.670,43.580,"1,883,993","79,645,406.000","-458,598,491.000",,,,,,
